Apply URL,ID,Company,Role,Location,Category,Status,Score,Overall Fit %,Confidence Score,Date Added,Date Evaluated,Date Applied,Suitability Reason
https://jobs.ashbyhq.com/gen-digital/b3ab78c4-af7c-4a95-9bbb-f6264e0c3adf/application,367,Gen Digital,AI & Machine Learning Engineer 1 🎓,"Mountain View, CA",DS_ML,Fetch Failed / Manual Review,,,,2026-07-13 23:35:39,,,
https://jobs.ashbyhq.com/sentilink/3cb2885e-7a58-4a14-94d5-b7b851053408/application,156,SentiLink,Data Scientist – New Grad,Remote in USA,DS_ML,Eligible (Priority 1),1,93.0,90.0,2026-06-13 22:31:37,2026-07-14 16:06:08,,FIT:93 | +new-grad-DS +Python +pandas +Spark +remote +fraud-ML
https://roberthalf.wd1.myworkdayjobs.com/roberthalfcareers/job/SAN-RAMON/Software-Engineer-I_JR-259943,71,Robert Half,Software Engineer 1,"San Ramon, CA",SWE,Applied,1,92.0,95.0,2026-06-13 22:31:37,2026-06-14 00:09:43,2026-07-09,"This is a strong match. The job title ""Software Engineer I"" aligns perfectly with the candidate's target titles. The role requires a Bachelor's degree (candidate has a BS in Data Science and is pursuing an MS in CS — exceeds this). It requires 0 years of professional experience (candidate is a recent grad with no full-time industry experience listed, fitting perfectly). The candidate possesses nearly all the technical requirements: Java, JavaScript, SQL, Python, database concepts (MySQL, Postgres, MongoDB), cloud platforms (AWS, Google Cloud), container exposure (Docker), and even has direct experience with Generative AI, LLMs, and AI-assisted development (LiteLLM, fine-tuning ChatGPT, agentic AI loops). The role's emphasis on AI-assisted development and GenAI is a standout alignment with the candidate's agentic AI and LLM work. The candidate's strong academic record (3.9 GPA, MS in CS) and hands-on project experience make them an excellent fit for this entry-level software engineering role."
https://www.ixl.com/company/jobs?gh_jid=8615710002,351,IXL Learning,Software Engineer New Grad,"San Mateo, CA",SWE,Eligible (Priority 1),1,90.0,91.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:90 | +new-grad +Java +Python +SQL +AWS +Bay-Area | -React-Native
https://job-boards.greenhouse.io/doordashusa/jobs/7263610,313,🔥 DoorDash,Software Engineer 1,"5 locations, Seattle, WA, SF, LA, NYC, Sunnyvale, CA",SWE,Eligible (Priority 1),1,88.0,88.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:88 | +SWE-entry +2026-grad +SQL +Python/Java +2-internships +Bay-Area | -no-Kotlin -DSA-bar-high
https://www.ixl.com/company/jobs?gh_jid=8615717002,350,IXL Learning,Software Engineer New Grad,"Raleigh, NC",SWE,Eligible (Priority 1),1,88.0,90.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:88 | +new-grad +Java +Python +SQL +AWS +TS | -React-Native
https://fox.wd1.myworkdayjobs.com/Domestic/job/New-York-New-York-USA/Machine-Learning-Engineer-I_R50033083,364,FOX,Machine Learning Engineer 1,NYC,DS_ML,Eligible (Priority 1),1,88.0,82.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:88 | +MLE-I +Python +PyTorch +SageMaker +Databricks +LLM-agentic
https://jobs.ashbyhq.com/handshake/dd1fd4fc-6f6d-4a3d-8c54-dd91ed48dd70/application,372,Handshake,Machine Learning Engineer 1,SF,DS_ML,Eligible (Priority 1),1,88.0,85.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:88 | +MLE +Python +ML +new-grad +SF | -onsite-5day
https://tsc.wd12.myworkdayjobs.com/en-US/TSC-Careers/job/Silver-Spring-MD/Software-Engineer-I_JR2567-1,48,TSC,Software Engineer 1,"Silver Spring, MD",SWE,Applied,1,88.0,92.0,2026-06-13 22:31:37,2026-06-14 00:05:25,2026-07-09,"This is a strong match. The job title ""Software Engineer I"" is an entry-level position, which aligns perfectly with the candidate's profile as a Master's student (expected May 2027) with a recent BS in Data Science (March 2025). The minimum qualifications require a Bachelor's or Master's in Computer Science or comparable technical degree — the candidate has both a BS in Data Science and is pursuing an MS in Computer Science. The role requires 0-3 years experience (entry-level), which matches the candidate's academic timeline. The candidate has strong C/C++ and Java skills listed in their technical skills matrix. The role involves model/simulation development, GUI tools, automation, and porting code between Windows/Linux — the candidate's experience with algorithmic optimization, production ML pipelines, and multi-platform development (AWS, Docker, etc.) demonstrates relevant capability. The candidate also has a strong academic record (3.9 GPA) and the role's interest in defense technology is a reasonable alignment given the candidate's technical rigor. The salary range ($83k-$108k) is appropriate for entry-level with a Master's degree."
https://jobs.ashbyhq.com/notion/7e6dc7fe-7ddd-42c1-8928-13f7bddb9ec9/application,54,🔥 Notion,Software Engineer – New Grad - AI,SF,SWE,Eligible (Priority 1),1,88.0,90.0,2026-06-13 22:31:37,2026-07-14 16:06:07,,FIT:88 | +new-grad-SWE +AI/LLM +Python +SF-hybrid | -no-TS-specified
https://capitalone.wd12.myworkdayjobs.com/Capital_One/job/Toronto-ON/Associate--Software-Engineer--New-Grad-Card-Expansion_R236833,103,Capital One,Associate – New Grad Card Expansion - Software Engineer,"Toronto, ON, Canada",SWE,Applied,1,88.0,92.0,2026-06-13 22:31:37,2026-06-14 00:16:05,2026-07-09,"This is a strong match. The role is an Associate Software Engineer, New Grad position at Capital One Canada, which aligns perfectly with the candidate's target titles (Software Engineer). The candidate is pursuing a Master of Science in Computer Science (expected May 2027) and holds a BS in Data Science (March 2025), meeting the basic qualification of having a Bachelor's degree or higher between September 2025 to September 2026. The role is entry-level/new grad (0 years experience required). The candidate possesses many of the preferred and listed technical skills: Python, JavaScript, TypeScript, Java, AWS (S3, SageMaker), Docker, React, SQL, and has strong experience with Linux/Unix environments. The candidate's background in machine learning, data engineering, and software development provides a solid foundation for this role. The candidate's GPA of 3.9 and graduate studies at ASU further strengthen the match."
https://apply.workable.com/quadric-dot-i-o-inc/j/5A15DE8CCE/apply,142,Quadric,Data Scientist New Grad - Model Optimization,"Burlingame, CA",DS_ML,Eligible (Priority 1),1,88.0,82.0,2026-06-13 22:31:37,2026-07-14 16:06:08,,FIT:88 | +new-grad-DS +Python +ML +Bay-Area | -model-quant-niche
https://jobs.ashbyhq.com/notion/85947779-6b87-466a-98bc-30a640448c28/application,345,🔥 Notion,Software Engineer – Early Career - AI,SF,SWE,Eligible (Priority 1),1,87.0,88.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:87 | +new-grad +LLM-projects +Python +full-stack | -SF-relocate
https://jobs.ashbyhq.com/notion/a6311f97-4850-4674-a5f3-d9fe5f6f2555/application,59,🔥 Notion,Software Engineer – New Grad,SF,SWE,Eligible (Priority 1),1,87.0,88.0,2026-06-13 22:31:37,2026-07-14 16:06:07,,FIT:87 | +new-grad-SWE +CS-degree +Python +SF-hybrid | -infra/desktop-tracks
https://job-boards.eu.greenhouse.io/stubhubinc/jobs/4906492101,340,StubHub,Software Engineer 1 - Core Platform - Streaming & Storage,NYC,SWE,Eligible (Priority 1),1,86.0,90.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:86 | +new-grad +CS-fundamentals +GenAI-exp +APIs | -distributed-sys-depth -NYC-hybrid
https://www.ixl.com/company/jobs?gh_jid=8615728002,352,IXL Learning,Software Developer New Grad,"Toronto, ON, Canada",SWE,Eligible (Priority 1),1,86.0,88.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:86 | +new-grad +Java +Python +SQL +AWS +Canada-citizen | -React-Native
https://jobs.intuit.com/job/mountain-view/software-engineer-1/27595/87369448720,132,Intuit,Software Engineer 1,"Mountain View, CA",SWE,Eligible (Priority 1),1,86.0,84.0,2026-06-13 22:31:37,2026-07-14 16:06:07,,FIT:86 | +SWE-1 +<2yrs +Java-Python +React-MySQL-Postgres +Mountain-View
https://jobs.ashbyhq.com/confido/69c0e572-b2f4-442f-beb8-1240155c629e/application,356,Confido,Software Engineer New Grad,NYC,SWE,Eligible (Priority 1),1,85.0,78.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:85 | +new-grad-SWE +no-sponsorship +willing-relocate | -onsite-NYC-only
https://jobs.lever.co/palantir/15844944-fb69-4b57-9531-e988650b20c6/apply,269,🔥 Palantir,Software Engineer New Grad - Production Infrastructure,"Washington, DC",SWE,Eligible (Priority 1),1,85.0,88.0,2026-07-01 21:17:41,2026-07-14 16:06:07,,FIT:85 | +new-grad-SWE +infra +Python +US-DC | -work-auth-check -competitive
https://jobs.ashbyhq.com/collective/40516856-b29c-4b38-b434-68be5241bacf/application,226,Collective,Software Engineer New Grad,SF,SWE,Eligible (Priority 1),1,85.0,68.0,2026-06-28 05:44:04,2026-07-14 16:06:07,,FIT:85 | +new-grad-SWE +SF +sponsorship-ok | -stack-unspecified
https://leidos.wd5.myworkdayjobs.com/en-US/external/job/Columbia-MD/Junior-Software-Engineer_R-00180476,67,Leidos,Junior Software Engineer 🇺🇸,"Columbia, MD",SWE,Closed (Expired),1,85.0,90.0,2026-06-13 22:31:37,2026-06-14 01:00:16,,"The job is for a Junior Software Engineer, which matches the candidate's target titles. The candidate has a Master's in Computer Science (expected 2027) and a Bachelor's in Data Science, meeting the degree requirement. The role requires 0-3 years of experience, and the candidate is a recent graduate. The candidate possesses multiple required programming languages (Python, C, C++, Java) and has experience with Linux, Docker, AWS, and ML, aligning with preferred qualifications. The candidate also has a strong academic background and relevant project experience."
https://jobs.ashbyhq.com/brainco/bb6e555b-8bb1-4cd7-9813-4f82a5ebe839/application,163,Brain Co.,Early Career AI/ML Engineer,California,DS_ML,Eligible (Priority 1),1,85.0,72.0,2026-06-13 22:31:37,2026-07-14 16:06:08,,FIT:85 | +early-career-MLE +Python +PyTorch +ML +Bay-Area-hybrid
https://disney.wd5.myworkdayjobs.com/disneycareer/job/Santa-Monica-CA-USA/Product-Software-Engineer-I_10151711,331,The Walt Disney Company,Product Software Engineer 1,"Santa Monica, CA",SWE,Eligible (Priority 1),1,84.0,85.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:84 | +new-grad +Python +Databricks +AWS +big-data +CA | -Snowflake -Airflow
https://jobs.ashbyhq.com/cerebras/99c289fa-8fc6-49f7-b7e8-78ac4e9d99ac/application,342,Cerebras,Software Engineer New Grad,"Toronto, ON, Canada, Sunnyvale, CA",SWE,Eligible (Priority 1),1,84.0,86.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:84 | +new-grad +Python +Java +AWS +US-person | -Go -low-level-sys
https://cox.wd1.myworkdayjobs.com/Cox_External_Career_Site_1/job/Atlanta-GA/Software-Engineer-I_R202679352,199,Cox,Software Engineer 1,"Austin, TX, Burlington, VT, Atlanta, GA",SWE,Applied,1,84.0,80.0,2026-06-28 05:44:04,2026-07-14 16:06:07,2026-07-16,FIT:84 | +entry-level SWE +CS-degree +scalable-systems +no-sponsorship | -stack-generic
https://salesforce.wd12.myworkdayjobs.com/Futureforce_NewGradRoles/job/California---San-Francisco/Software-Engineering-AMTS-MTS--College-Grad-_JR330400,239,🔥 Salesforce,Software Engineering AMTS College Grad,"5 locations, Palo Alto, CA, Seattle, WA, SF, Dallas, TX, Bellevue, WA",SWE,Applied,1,84.0,70.0,2026-06-28 05:44:04,2026-07-14 16:06:07,2026-07-16,FIT:84 | +college-grad-SWE +Java +US | -CRM-domain
https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/California---San-Francisco/Software-Engineering-AMTS-MTS--College-Grad-_JR330400-1,240,🔥 Salesforce,Software Engineering AMTS/MTS – College Grad,"4 locations, Palo Alto, CA, SF, Bellevue, WA, Seattle, WA",SWE,Applied,1,84.0,70.0,2026-06-28 05:44:04,2026-07-14 16:06:07,2026-07-16,FIT:84 | +college-grad-SWE +Java +US | -CRM-domain
https://ats.rippling.com/flexai/jobs/93ada67c-8527-427c-b2f6-4a5557b00674,73,FlexAI,Software Engineer – New Grad,"San Jose, CA",SWE,Eligible (Priority 1),1,84.0,83.0,2026-06-13 22:31:37,2026-07-14 16:06:08,,FIT:84 | +new-grad-SWE +Python +internship +AI-tools +San-Jose | -Go-pref -infra/API-depth
https://job-boards.greenhouse.io/twitch/jobs/8459320002,81,Twitch,Software Engineer 1 - Commerce Engineering,"Seattle, WA, SF",SWE,Eligible (Priority 1),1,84.0,82.0,2026-06-13 22:31:37,2026-07-14 16:06:07,,FIT:84 | +SWE-1 +CS-degree +AWS +algorithms | -Golang -React-consumer
https://job-boards.greenhouse.io/twitch/jobs/8457711002,82,Twitch,Software Engineer 1 - Commerce Engineering,"Seattle, WA, SF",SWE,Eligible (Priority 1),1,84.0,82.0,2026-06-13 22:31:37,2026-07-14 16:06:07,,FIT:84 | +SWE-1 +CS-degree +AWS +SF-Bay | -Golang -React-consumer
https://humana.wd5.myworkdayjobs.com/humana_external_career_site/job/Louisville-KY/Junior-Software-Engineer--Cloud-Cost-Optimization_R-413873-1,319,Humana,Junior Software Engineer Cloud Cost Optimization,"10 locations, Boston, MA, Louisville, KY, Nashville, TN, Tampa, FL, Dallas, TX, Chicago, IL, Charlotte, NC, Fort Lauderdale, FL, NYC, Atlanta, GA",SWE,Closed (Expired),1,83.0,84.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:83 | +0-2yrs +Python +SQL +Spark/Databricks +AWS | -Azure-preferred -no-Databricks-prod
https://motorolasolutions.wd5.myworkdayjobs.com/Careers/job/Ontario-Remote-Work/Junior-Software-Engineer--AI-Agent-Platform_R66146,334,Motorola,Junior Software Engineer - AI Agent Platform,"Alberta, Canada, Remote in Canada",SWE,Eligible (Priority 1),1,83.0,82.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:83 | +new-grad +LLM-agents +full-stack +Canada-remote +citizen | -telephony -low-latency-audio
https://jobs.ashbyhq.com/notion/297b4ece-765f-4eea-b1b8-46057cb6501f/application,344,🔥 Notion,Software Engineer – Early Career,SF,SWE,Eligible (Priority 1),1,83.0,85.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:83 | +new-grad +React +Flask +full-stack | -TS-frontend-depth -SF-relocate
https://job-boards.greenhouse.io/yesenergy/jobs/5344484008,362,Yes Energy,Data Engineer 1,"Boston, MA, Boulder, CO",DS_ML,Eligible (Priority 1),1,83.0,80.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:83 | +Data-Engineer +SQL +Snowflake +early-career | -Oracle -on-call
https://jobs.lever.co/palantir/18d901fc-93bb-4d18-9f04-c72031e20d79/apply,270,🔥 Palantir,Software Engineer New Grad - Defense,"Washington, DC",SWE,Eligible (Priority 1),1,83.0,85.0,2026-07-01 21:17:41,2026-07-14 16:06:07,,FIT:83 | +new-grad-SWE +US-DC +Python | -defense-context -competitive
https://jobs.lever.co/palantir/0a838e66-1ab0-4fc4-b4d3-4671c0352278/apply,271,🔥 Palantir,Software Engineer New Grad - Defense,NYC,SWE,Eligible (Priority 1),1,83.0,85.0,2026-07-01 21:17:41,2026-07-14 16:06:07,,FIT:83 | +new-grad-SWE +US-NYC +Python | -defense-context -competitive
https://jobs.lever.co/palantir/f362d7aa-360d-4059-ab38-f482742693b3/apply,272,🔥 Palantir,Software Engineer New Grad - Defense,"Palo Alto, CA",SWE,Eligible (Priority 1),1,83.0,85.0,2026-07-01 21:17:41,2026-07-14 16:06:07,,FIT:83 | +new-grad-SWE +US-PaloAlto +Python | -defense-context -competitive
https://stripe.com/jobs/search?gh_jid=7991718,8,🔥 Stripe,Software Engineer New Grad,"Toronto, ON, Canada",SWE,Eligible (Priority 1),1,83.0,88.0,2026-06-13 22:31:37,2026-07-14 16:06:07,,FIT:83 | +new-grad +CS-degree +Java/JS +Canada-eligible | -Ruby/Scala/Go -frontend-depth
https://jobs.ashbyhq.com/mirage/cbf278fd-84ec-48d9-8052-b76abb035ac7/application,56,Mirage,Software Engineer – Early Career,NYC,SWE,Eligible (Priority 1),1,83.0,75.0,2026-06-13 22:31:37,2026-07-14 16:06:07,,FIT:83 | +early-career-SWE +applied-AI +Python +NYC-relo-ok | -iOS-option -stack-unclear
https://job-boards.greenhouse.io/sigmacomputing/jobs/7690411003,72,Sigma Computing,Software Engineer New Grad,"SF, NYC",SWE,Eligible (Priority 1),1,83.0,82.0,2026-06-13 22:31:37,2026-07-14 16:06:08,,FIT:83 | +new-grad-SWE +CS-degree +SF/NYC +data-analytics-domain | -temp-to-hire -SPA/frontend
https://blueorigin.wd5.myworkdayjobs.com/blueorigin/job/Greater-Seattle-Area/Software-Development-Engineer-I---Early-Career--2026-Starts-_R58467,115,Blue Origin,Software Development Engineer 1 - Early Career 🛂,"Kent, WA",SWE,Applied,1,83.0,82.0,2026-06-13 22:31:37,2026-07-14 16:06:07,2026-07-16,FIT:83 | +SDE-I +new-grad +Python-Java-C++ +AWS-Docker-git | -embedded-desired -Seattle
https://job-boards.eu.greenhouse.io/stubhubinc/jobs/4921819101,341,StubHub,Software Engineer 1 - Core Compute Platform,NYC,SWE,Eligible (Priority 1),1,82.0,88.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:82 | +new-grad +Python +AWS +CS-degree | -Kubernetes -Terraform -Go
https://job-boards.greenhouse.io/altaresourcetechnologiesinc/jobs/4225005009,368,Alta Resource Technologies,Data Engineer Junior,"Boulder, CO",DS_ML,Eligible (Priority 1),1,82.0,80.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:82 | +Junior-DE +Python +SQL +AWS +Spark +US-citizen | -Airflow -Boulder
https://rochester.wd5.myworkdayjobs.com/UR_Staff/job/Rochester---NY/Research-Data-Engineer-I_R269057,373,University of Rochester,Research Data Engineer 1,"Rochester, NY",DS_ML,Ineligible,1,82.0,80.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:82 | +DE +Python +Java +SQL +AWS +Docker | -bio-domain -1yr-req
https://jobs.ashbyhq.com/cerebras/987d7f64-c957-4c8f-b89d-2f9d64738507/application,388,Cerebras,Software Engineer New Grad,"Sunnyvale, CA",Hardware,Eligible (Priority 1),1,82.0,70.0,2026-07-13 23:35:39,2026-07-14 16:06:07,,FIT:82 | +new-grad-SWE +Bay-Area +Python +ML | -sparse-JD
https://ncr.wd1.myworkdayjobs.com/ext_us/job/ATLANTA-GA-USA/SW-Engineer-I_R0157595,277,NCR Voyix,Software Engineer 1,"Atlanta, GA",SWE,Applied,1,82.0,88.0,2026-07-01 21:17:41,2026-07-14 16:06:07,,FIT:82 | +SWE-I +Java +SQL +REST +CI/CD +new-grad +BS-CS | -no-ML -consulting-deploy
https://jobs.ashbyhq.com/flashpoint.io/84e64d83-f0b2-43db-8151-94dc75f2c705/application,307,Flashpoint,Data Engineer 1,Remote in USA,DS_ML,Eligible (Priority 1),1,82.0,85.0,2026-07-01 21:17:41,2026-07-14 16:06:07,,FIT:82 | +Data-Engineer +Python +Spark +LLM-pipelines +remote-US | -Airflow -no-prod-DE-title
https://jobs.ashbyhq.com/teamworks/317433d0-072d-40ac-822f-0e268fa6b4c3/application,253,Teamworks,Data Engineer 1,North Carolina,DS_ML,Eligible (Priority 1),1,82.0,74.0,2026-06-28 05:44:04,2026-07-14 16:06:07,,FIT:82 | +DE-1 +SQL +Spark +AWS +Python | -US-citizen-only -Airflow/dbt
https://seatgeek.com/jobs/7858968?gh_jid=7858968,55,SeatGeek,Software Engineer – New Grad,NYC,SWE,Eligible (Priority 1),1,82.0,70.0,2026-06-13 22:31:37,2026-07-14 16:06:07,,FIT:82 | +new-grad-SWE +CS-degree +NYC-ok | -no-JD-detail -stack-unknown
https://jobs.ashbyhq.com/realmalliance/56d8b433-31ad-43a2-997e-b8538f5f2c9f,65,Realm,Software Engineer - New Grad 🇺🇸,Remote in US,SWE,Eligible (Priority 1),1,82.0,82.0,2026-06-13 22:31:37,2026-07-14 16:06:08,,FIT:82 | +new-grad-SWE +Python +AWS +CV/ML +remote-US +US-citizen | -TS/Node-primary -grad-2025
https://kbr.wd5.myworkdayjobs.com/en-US/kbr_careers/job/Beavercreek-Ohio/Junior-Communications-Systems-Software-Engineer_R2121814,68,KBR,Junior Communications Systems Software Engineer 🇺🇸,"Beavercreek, OH",SWE,Closed (Expired),1,82.0,88.0,2026-06-13 22:31:37,2026-06-14 00:09:08,,"This is a strong match. The job title ""Junior Communications Systems Software Engineer"" aligns with the candidate's target titles (Software Engineer). The required degree (Bachelor's in Computer Science, Computer Engineering, or Electrical Engineering) is met — the candidate has a BS in Data Science (CS-adjacent) and is pursuing an MS in CS. The experience requirement is 0–3 years, which fits the candidate as an early-career/new grad. The candidate possesses the core required programming languages (Python, C/C++), has extensive Linux-based development experience, and demonstrates clean, maintainable code through their project portfolio. The desired qualifications around communications/networking are partially met through the candidate's graph-based ML work on chip design netlists (network/graph reasoning) and their experience with CI/CD, containerized environments (Docker), and automated testing workflows. The candidate also has strong exposure to version control and test automation. The security clearance requirement is a standard DoD condition that the candidate can obtain."
https://jobs.ashbyhq.com/ellipsislabs/256c2ec2-01c8-4ff6-9ad0-b926fe40472d/application,80,Ellipsis Labs,Software Engineer – New Grads - Multiple Teams,NYC,SWE,Eligible (Priority 1),1,82.0,75.0,2026-06-13 22:31:37,2026-07-14 16:06:07,,FIT:82 | +new-grad-SWE +CS-degree +Python | -crypto-domain -NYC-onsite
https://jobs.lever.co/whoop/3b94218d-3a5a-4dd1-91c7-5f18655c93a8/apply,105,Whoop,Software Engineer 1 - Backend,"Boston, MA",SWE,Eligible (Priority 1),1,82.0,78.0,2026-06-13 22:31:37,2026-07-14 16:06:07,,FIT:82 | +SWE-I +new-grad +CS-degree +Python | -backend-lang-unstated -Boston
